mu,x_inner,x_outer
25.701680672268907,0.28850005513056587,22.56677825542167
25.897058823529413,0.28686172356790457,22.763338089067094
26.092436974789916,0.2852484681299644,22.959877283718967
26.287815126050422,0.28365967576639733,23.156396378393065
26.483193277310924,0.2820947538880806,23.352895893396997
26.678571428571427,0.2805531295045229,23.549376331139037
26.873949579831933,0.279034248405101,23.745838176895145
27.069327731092436,0.27753757438152604,23.94228189953671
27.264705882352942,0.27606258848912546,24.13870795222151
27.460084033613445,0.2746087883446595,24.33511677304956
27.65546218487395,0.273175687458578,24.531508785686512
27.850840336134453,0.2717628145997286,24.727884399955922
28.04621848739496,0.27036971319068664,24.924244012402742
28.241596638655462,0.26899594073197236,25.120588006829294
28.436974789915965,0.26764106825355016,25.316916754805142
28.63235294117647,0.266304679792094,25.513230616152935
28.827731092436974,0.26498637189260804,25.70952993941098
29.02310924369748,0.26368575313307346,25.905815062273952
29.218487394957982,0.2624024436708831,26.102086312013277
29.41386554621849,0.2611360748098886,26.29834400587787
29.60924369747899,0.25988628858697604,26.494588451476275
29.804621848739497,0.2586527373771295,26.690819947141826
30.0,0.25743508351602573,26.887038782280904
