alpha=a/M,r_ph/M,r_ISCO/M,b_shadow/M,ell/M
0.18722469961600396,2.1473402873070735,4.150471690853221,4.09327508191589,0.05728352249471427
0.18819397993311038,2.1420826991098783,4.139572075648087,4.086553285731637,0.05772894122482945
0.18916326025021676,2.1368107750876173,4.128650404553292,4.079815117192716,0.05817550848644159
0.19013254056732318,2.131524352554701,4.117706445359805,4.073060413661744,0.05862322133319088
0.1911018208844296,2.126223265706297,4.106739961835043,4.066289009713572,0.05907207684127696
0.19207110120153598,2.1209073455338108,4.095750713624911,4.059500737066817,0.0595220721091726
0.1930403815186424,2.1155764197374394,4.08473845615278,4.052695424513126,0.059973204257342295
0.1940096618357488,2.11023031263559,4.073702940515248,4.04587289784421,0.060425470427965845
0.1949789421528552,2.1048688450710875,4.062643913374521,4.039032979776444,0.060878867784666786
0.1959482224699616,2.0994918343140117,4.051561116847434,4.032175489873005,0.0613333935122456
0.19691750278706802,2.094099093960975,4.040454288390751,4.02530024446343,0.06178904481641742
0.1978867831041744,2.0886904338307777,4.029323160682886,4.018407056560461,0.06224581892355439
0.19885606342128082,2.0832656598561763,4.018167461501524,4.011495735774116,0.06270371308043242
0.19982534373838723,2.0778245739716343,4.0069869135974265,4.00456608822282,0.06316272455398217
0.20079462405549361,2.0723669739968797,3.995781234563831,3.9976179164414902,0.06362285063104438
0.20176390437260003,2.066892653516054,3.9845501367015737,3.990651019286466,0.06408408861812935
0.20273318468970644,2.061401401752275,3.9732933268796264,3.9836651918371104,0.06454643584118033
0.20370246500681283,2.055893003437347,3.9620105063908535,3.976660225293971,0.06500988964534102
0.20467174532391924,2.0503672386764404,3.950701370802834,3.969635906873332,0.06547444739472687
0.20564102564102565,2.04482388280749,3.9393656098035015,3.9625920196980027,0.0659401064722002
0.20661030595813204,2.0392627062550397,3.928002907041415,3.9555283426841776,0.06640686427914899
0.20757958627523845,2.0336834743782486,3.916612939960395,3.9484446504242006,0.06687471823526948
